Date,TransactionID,ProductID,Quantity,UnitPrice,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,CustomerID,StaffID,DayOfWeek,TotalSales
2023-01-01 17:00:00,17,0,4,17.12033945,North,Cash,False,Rainy,27.75676896,Excellent,Positive,15,Phone Order,17,17,Sunday,68.48135779
2023-01-01 18:00:00,18,3,2,8.240770475,South,Credit Card,True,Cloudy,33.62125531,Poor,Positive,30,In Store,18,18,Sunday,16.48154095
2023-01-01 19:00:00,19,3,1,11.99911677,West,Cash,True,Rainy,32.06561621,Poor,Positive,55,Online Order,19,19,Sunday,11.99911677
2023-01-01 20:00:00,20,1,2,17.25084804,West,Online,False,Sunny,20.98744765,Poor,Positive,36,Phone Order,20,20,Sunday,34.50169608
2023-01-01 21:00:00,21,6,5,6.010768322,North,Cash,False,Rainy,30.388592,Average,unknown,46,In Store,21,21,Sunday,30.05384161
2023-01-01 22:00:00,22,1,1,10.81088879,West,Credit Card,True,Rainy,28.57846284,Good,Positive,30,Phone Order,22,22,Sunday,10.81088879
2023-01-01 23:00:00,23,5,3,17.77761855,East,Credit Card,True,Cloudy,33.61194765,Poor,Neutral,29,Phone Order,23,23,Sunday,53.33285566
2023-01-02 00:00:00,24,1,4,11.05846796,East,Online,False,Rainy,21.83722125,Good,Neutral,56,Online Order,24,24,Monday,44.23387185
2023-01-02 01:00:00,25,5,2,6.164219671,East,Credit Card,False,Cloudy,28.0105417,Excellent,Neutral,26,Phone Order,25,25,Monday,12.32843934
2023-01-02 02:00:00,26,5,1,13.13801553,East,Cash,False,Rainy,33.1919404,Good,unknown,15,Online Order,26,26,Monday,13.13801553
2023-01-02 03:00:00,27,3,5,17.92613742,East,Cash,True,Sunny,26.1503568,Average,unknown,31,Phone Order,27,27,Monday,89.63068712
2023-01-02 04:00:00,28,0,1,13.85428314,West,Online,False,Sunny,27.22992377,Average,Positive,55,Phone Order,28,28,Monday,13.85428314
2023-01-02 05:00:00,29,1,5,8.394186623,North,Credit Card,True,Cloudy,21.05691017,Good,Negative,42,Phone Order,29,29,Monday,41.97093312
2023-01-02 06:00:00,30,6,3,10.7635943,North,Online,True,Cloudy,24.17215461,Average,Positive,21,Phone Order,30,30,Monday,32.29078291
2023-01-02 07:00:00,31,5,4,11.75185042,East,Cash,True,Rainy,27.154342182855554,Average,Neutral,23,Phone Order,31,31,Monday,47.00740167
2023-01-02 08:00:00,32,3,3,13.68899531,West,Online,False,Rainy,34.17683673,Excellent,Positive,36,Phone Order,32,32,Monday,41.06698592
2023-01-02 09:00:00,33,4,2,16.39026539,South,Credit Card,False,Sunny,24.24001041,Poor,Negative,40,Online Order,33,33,Monday,32.78053077
2023-01-02 10:00:00,34,2,1,6.483104265,South,Online,False,Rainy,26.91303103,Average,Negative,26,Online Order,34,34,Monday,6.483104265
2023-01-02 11:00:00,35,0,5,18.3447805,West,Credit Card,True,Sunny,30.06956635,Poor,Positive,21,In Store,35,35,Monday,91.72390248
2023-01-02 12:00:00,36,8,5,5.184645545,East,Credit Card,False,Cloudy,27.154342182855554,Good,Positive,29,Phone Order,36,36,Monday,25.92322773
2023-01-02 13:00:00,37,4,1,10.55078502,North,Cash,True,Rainy,27.29663581,Good,Positive,52,Online Order,37,37,Monday,10.55078502
2023-01-02 14:00:00,38,2,1,5.41130465,West,Cash,True,Cloudy,31.07808559,Average,Negative,35,Phone Order,38,38,Monday,5.41130465
2023-01-02 15:00:00,39,4,2,10.89461338,South,Cash,True,Rainy,33.0028282,Good,Neutral,28,Phone Order,39,39,Monday,21.78922676
2023-01-02 16:00:00,40,1,3,12.88718898,South,Credit Card,True,Sunny,29.39388912,Excellent,unknown,16,Online Order,40,40,Monday,38.66156695
2023-01-02 17:00:00,41,5,5,12.6752208,South,Online,True,Cloudy,30.03580273,Average,Neutral,22,Phone Order,41,41,Monday,63.37610399
2023-01-02 18:00:00,42,0,2,7.484425205,East,Credit Card,True,Cloudy,27.154342182855554,Average,Negative,59,Online Order,42,42,Monday,14.96885041
2023-01-02 19:00:00,43,7,3,14.68610765,South,Cash,False,Rainy,34.18664746,Average,Positive,20,Online Order,43,43,Monday,44.05832295
2023-01-02 20:00:00,44,5,2,5.671676758,West,Cash,True,Cloudy,21.98861116,Good,Positive,51,In Store,44,44,Monday,11.34335352
2023-01-02 21:00:00,45,7,5,16.4286023,West,Online,False,Sunny,27.154342182855554,Good,Negative,51,In Store,45,45,Monday,82.14301151
2023-01-02 22:00:00,46,2,1,19.19966651,South,Cash,True,Cloudy,23.97224483,Average,Positive,47,In Store,46,46,Monday,19.19966651
2023-01-02 23:00:00,47,3,1,10.09653241,West,Cash,False,Cloudy,34.00389716,Poor,Neutral,55,In Store,47,47,Monday,10.09653241
2023-01-03 00:00:00,48,8,3,12.75859073,South,Cash,False,Rainy,30.79939309,Good,Negative,20,Phone Order,48,48,Tuesday,38.27577218
2023-01-03 01:00:00,49,6,4,10.68365417,South,Online,False,Cloudy,31.30720569,Good,Negative,40,Phone Order,49,49,Tuesday,42.73461668
2023-01-03 02:00:00,50,5,3,5.100655855,North,Credit Card,False,Rainy,23.2858876,Average,Positive,53,In Store,50,50,Tuesday,15.30196756
2023-01-03 03:00:00,51,0,4,10.78811754,East,Cash,True,Rainy,26.64559965,Poor,Negative,55,Online Order,51,51,Tuesday,43.15247017
2023-01-03 04:00:00,52,4,2,16.87580389,East,Online,True,Cloudy,29.26719792,Average,Positive,51,Online Order,52,52,Tuesday,33.75160778
2023-01-03 05:00:00,53,0,2,13.93983263,North,Cash,True,Sunny,27.154342182855554,Good,Positive,28,Online Order,53,53,Tuesday,27.87966527
2023-01-03 06:00:00,54,2,5,6.518898719,North,Online,True,Rainy,21.55939064,Average,Negative,51,Online Order,54,54,Tuesday,32.5944936
2023-01-03 07:00:00,55,7,4,17.70709235,East,Cash,False,Cloudy,34.43547975,Average,Positive,22,Phone Order,55,55,Tuesday,70.82836938
2023-01-03 08:00:00,56,4,5,12.96628017,South,Online,False,Rainy,33.35331006,Average,unknown,53,Online Order,56,56,Tuesday,64.83140087
2023-01-03 09:00:00,57,6,1,17.62585043,South,Cash,False,Sunny,27.154342182855554,Poor,Neutral,27,Online Order,57,57,Tuesday,17.62585043
2023-01-03 10:00:00,58,6,4,13.70332278,East,Credit Card,True,Sunny,32.34140365,Average,Positive,27,In Store,58,58,Tuesday,54.81329113
2023-01-03 11:00:00,59,5,3,13.39532667,South,Cash,False,Rainy,27.154342182855554,Good,unknown,54,Online Order,59,59,Tuesday,40.18598002
2023-01-03 12:00:00,60,2,1,6.578887778,North,Online,True,Sunny,26.92709722,Average,Positive,57,Phone Order,60,60,Tuesday,6.578887778
2023-01-03 13:00:00,61,3,1,7.510395997,South,Cash,False,Cloudy,24.71651159,Poor,Neutral,42,Online Order,61,61,Tuesday,7.510395997
2023-01-03 14:00:00,62,2,3,19.58037885,South,Credit Card,False,Cloudy,28.7145288,Excellent,Negative,32,Online Order,62,62,Tuesday,58.74113654
2023-01-03 15:00:00,63,7,1,8.427301201,West,Cash,False,Rainy,27.154342182855554,Poor,Positive,33,Phone Order,63,63,Tuesday,8.427301201
2023-01-03 16:00:00,64,0,4,19.66178177,West,Online,False,Sunny,26.16399357,Average,Positive,52,In Store,64,64,Tuesday,78.64712708
2023-01-03 17:00:00,65,6,5,12.9786906,West,Online,False,Cloudy,29.4382879,Excellent,Positive,46,Phone Order,65,65,Tuesday,64.89345299
2023-01-03 18:00:00,66,0,1,7.036835706,South,Credit Card,True,Cloudy,30.48969382,Average,Positive,36,In Store,66,66,Tuesday,7.036835706
2023-01-03 19:00:00,67,0,4,6.489533041,East,Online,False,Cloudy,30.66682726,Poor,unknown,16,Online Order,67,67,Tuesday,25.95813217
2023-01-03 20:00:00,68,0,2,8.132961061,North,Cash,True,Rainy,20.77949147,Excellent,Positive,27,In Store,68,68,Tuesday,16.26592212
2023-01-03 21:00:00,69,6,4,18.88455995,South,Cash,True,Rainy,27.154342182855554,Excellent,Negative,37,In Store,69,69,Tuesday,75.5382398
2023-01-03 22:00:00,70,1,5,11.21225336,East,Cash,True,Cloudy,26.87379972,Average,Negative,39,In Store,70,70,Tuesday,56.06126682
2023-01-03 23:00:00,71,7,4,10.93151402,South,Online,True,Cloudy,23.93624123,Average,Neutral,42,Online Order,71,71,Tuesday,43.72605608
2023-01-04 00:00:00,72,7,3,9.698093916,North,Cash,True,Sunny,23.62646761,Poor,Positive,25,In Store,72,72,Wednesday,29.09428175
2023-01-04 01:00:00,73,4,5,7.205927758,South,Cash,True,Sunny,27.24521169,Average,Neutral,47,In Store,73,73,Wednesday,36.02963879
2023-01-04 02:00:00,74,2,2,12.31776796,North,Cash,True,Sunny,33.30247309,Excellent,Neutral,38,Online Order,74,74,Wednesday,24.63553592
2023-01-04 03:00:00,75,2,3,6.950716738,South,Credit Card,True,Rainy,25.67521373,Good,unknown,16,Phone Order,75,75,Wednesday,20.85215021
2023-01-04 04:00:00,76,8,4,17.53220355,North,Online,False,Cloudy,31.2458862,Good,Neutral,44,Phone Order,76,76,Wednesday,70.12881418
2023-01-04 05:00:00,77,2,5,10.55595479,South,Online,False,Rainy,21.45228096,Poor,Negative,31,Phone Order,77,77,Wednesday,52.77977397
2023-01-04 06:00:00,78,6,2,10.62205352,North,Online,True,Cloudy,27.14085053,Average,Neutral,54,Online Order,78,78,Wednesday,21.24410703
2023-01-04 07:00:00,79,3,3,12.11009643,West,Credit Card,True,Sunny,34.87529211,Poor,Positive,48,Online Order,79,79,Wednesday,36.33028928
2023-01-04 08:00:00,80,5,2,11.6619157,South,Online,True,Sunny,31.55656704,Good,Neutral,52,Phone Order,80,80,Wednesday,23.32383139
2023-01-04 09:00:00,81,8,4,19.9228696,South,Credit Card,False,Sunny,23.15792733,Good,Negative,36,In Store,81,81,Wednesday,79.69147838
2023-01-04 10:00:00,82,5,2,13.18071682,East,Credit Card,False,Sunny,27.52162211,Average,Negative,19,Phone Order,82,82,Wednesday,26.36143364
2023-01-04 11:00:00,83,7,1,6.323025557,East,Online,True,Cloudy,23.50437145,Excellent,Negative,54,Online Order,83,83,Wednesday,6.323025557
2023-01-04 12:00:00,84,5,3,14.10316012,North,Cash,True,Sunny,26.14341391,Average,Neutral,30,In Store,84,84,Wednesday,42.30948037
2023-01-04 13:00:00,85,5,2,7.273764393,South,Cash,False,Cloudy,31.70126036,Good,Neutral,27,In Store,85,85,Wednesday,14.54752879
2023-01-04 14:00:00,86,8,4,5.464064671,North,Online,False,Cloudy,31.56837223,Excellent,Negative,40,Online Order,86,86,Wednesday,21.85625868
2023-01-04 15:00:00,87,4,4,19.56113231,West,Online,True,Rainy,23.42150567,Poor,unknown,45,In Store,87,87,Wednesday,78.24452922
2023-01-04 16:00:00,88,0,2,16.60308337,East,Credit Card,True,Sunny,27.154342182855554,Good,Positive,53,Phone Order,88,88,Wednesday,33.20616675
2023-01-04 17:00:00,89,2,4,19.70163489,North,Online,True,Sunny,28.88852274,Poor,Neutral,37,Online Order,89,89,Wednesday,78.80653954
2023-01-04 18:00:00,90,2,5,12.16817672,North,Credit Card,True,Rainy,25.69886436,Excellent,Neutral,26,Online Order,90,90,Wednesday,60.8408836
2023-01-04 19:00:00,91,6,5,12.98386297,East,Online,False,Cloudy,27.52903371,Poor,Negative,28,Online Order,91,91,Wednesday,64.91931484
2023-01-04 20:00:00,92,8,5,7.525054339,South,Cash,False,Sunny,29.0760688,Good,Neutral,32,Online Order,92,92,Wednesday,37.62527169
2023-01-04 21:00:00,93,6,1,8.7036114,North,Cash,True,Cloudy,28.39835798,Average,Neutral,41,In Store,93,93,Wednesday,8.7036114
2023-01-04 22:00:00,94,3,2,17.57823822,East,Online,True,Rainy,27.29607553,Poor,Negative,42,Online Order,94,94,Wednesday,35.15647645
2023-01-04 23:00:00,95,3,1,10.34278471,South,Credit Card,True,Cloudy,27.57399206,Good,Negative,32,Online Order,95,95,Wednesday,10.34278471
2023-01-05 00:00:00,96,6,4,17.40222461,West,Cash,False,Sunny,22.64617866,Good,Neutral,30,In Store,96,96,Thursday,69.60889843
2023-01-05 01:00:00,97,8,1,15.63520586,East,Credit Card,True,Cloudy,27.154342182855554,Excellent,Positive,30,Online Order,97,97,Thursday,15.63520586
2023-01-05 02:00:00,98,6,4,7.657563879,North,Online,True,Cloudy,28.1264048,Good,unknown,27,In Store,98,98,Thursday,30.63025552
2023-01-05 03:00:00,99,2,4,12.61169549,West,Online,True,Sunny,21.96619793,Average,Positive,43,In Store,99,99,Thursday,50.44678197
2023-01-05 04:00:00,100,1,3,15.16080982,South,Cash,False,Sunny,27.154342182855554,Average,unknown,23,Online Order,100,100,Thursday,45.48242947
2023-01-05 05:00:00,101,5,5,8.525558222,South,Online,True,Cloudy,33.98665968,Poor,Positive,40,Phone Order,101,101,Thursday,42.62779111
2023-01-05 06:00:00,102,1,4,17.46032766,East,Cash,False,Cloudy,34.20960349,Poor,Negative,42,Online Order,102,102,Thursday,69.84131063
2023-01-05 07:00:00,103,8,3,13.17241486,East,Credit Card,True,Rainy,27.154342182855554,Poor,Negative,55,Phone Order,103,103,Thursday,39.51724459
2023-01-05 08:00:00,104,1,5,7.478630757,East,Cash,True,Sunny,22.0327531,Poor,Negative,27,In Store,104,104,Thursday,37.39315378
2023-01-05 09:00:00,105,3,4,13.74476639,South,Cash,True,Cloudy,27.7759944,Average,Neutral,50,Phone Order,105,105,Thursday,54.97906557
2023-01-05 10:00:00,106,7,4,19.99570706,West,Credit Card,False,Sunny,21.68913844,Excellent,Negative,23,Online Order,106,106,Thursday,79.98282825
2023-01-05 11:00:00,107,5,1,7.257822375,South,Cash,True,Rainy,34.00981128,Poor,Negative,28,Online Order,107,107,Thursday,7.257822375
2023-01-05 12:00:00,108,0,1,17.25135395,North,Cash,True,Cloudy,22.75369441,Excellent,Neutral,26,Phone Order,108,108,Thursday,17.25135395
2023-01-05 13:00:00,109,8,5,8.109635048,South,Online,False,Cloudy,23.7914879,Good,Neutral,46,Online Order,109,109,Thursday,40.54817524
2023-01-05 14:00:00,110,5,4,16.73582494,North,Credit Card,False,Cloudy,26.0995479,Good,Positive,52,Phone Order,110,110,Thursday,66.94329977
2023-01-05 15:00:00,111,1,2,16.01866885,West,Cash,False,Sunny,25.74746703,Poor,Neutral,17,In Store,111,111,Thursday,32.03733769
2023-01-05 16:00:00,112,3,1,9.507340784,East,Credit Card,True,Rainy,27.154342182855554,Good,Neutral,30,Phone Order,112,112,Thursday,9.507340784
2023-01-05 17:00:00,113,4,5,9.887346763,East,Credit Card,False,Sunny,26.84475231,Excellent,Negative,34,Phone Order,113,113,Thursday,49.43673382
2023-01-05 18:00:00,114,0,4,16.88782088,South,Cash,True,Cloudy,22.5615239,Excellent,unknown,46,Phone Order,114,114,Thursday,67.55128352
2023-01-05 19:00:00,115,5,4,11.92168268,East,Online,False,Rainy,24.00814843,Good,Positive,37,Phone Order,115,115,Thursday,47.68673071
2023-01-05 20:00:00,116,3,2,15.96227043,West,Credit Card,False,Cloudy,27.63670078,Poor,Neutral,31,In Store,116,116,Thursday,31.92454086
2023-01-05 21:00:00,117,3,5,7.21976221,East,Cash,False,Cloudy,22.21180876,Excellent,Negative,30,In Store,117,117,Thursday,36.09881105
2023-01-05 22:00:00,118,1,4,17.78836673,South,Credit Card,True,Sunny,29.17483513,Excellent,unknown,52,In Store,118,118,Thursday,71.15346691
2023-01-05 23:00:00,119,2,1,15.66327075,West,Online,True,Cloudy,28.4862096,Average,Negative,22,Phone Order,119,119,Thursday,15.66327075
2023-01-06 00:00:00,120,1,2,18.60414213,North,Online,True,Rainy,30.72053475,Poor,Negative,33,In Store,120,120,Friday,37.20828427
2023-01-06 01:00:00,121,2,5,6.985585686,South,Online,True,Cloudy,34.06556923,Average,Neutral,44,Online Order,121,121,Friday,34.92792843
2023-01-06 02:00:00,122,2,2,13.89521751,North,Cash,True,Cloudy,33.68381842,Good,Negative,48,In Store,122,122,Friday,27.79043501
2023-01-06 03:00:00,123,0,1,13.98680878,West,Cash,True,Sunny,27.154342182855554,Good,Positive,28,Phone Order,123,123,Friday,13.98680878
2023-01-06 04:00:00,124,1,5,10.30191111,South,Online,True,Rainy,23.67073396,Average,Positive,36,Online Order,124,124,Friday,51.50955554
2023-01-06 05:00:00,125,4,2,11.87699637,South,Cash,True,Sunny,21.9734796,Poor,unknown,58,Phone Order,125,125,Friday,23.75399274
2023-01-06 06:00:00,126,6,3,5.569723449,West,Online,True,Cloudy,24.53415051,Excellent,Negative,31,Online Order,126,126,Friday,16.70917035
2023-01-06 07:00:00,127,6,1,16.18790058,East,Cash,False,Sunny,33.42627759,Good,unknown,29,Phone Order,127,127,Friday,16.18790058
2023-01-06 08:00:00,128,1,1,13.23983719,South,Online,False,Sunny,34.58080212,Poor,Negative,46,Phone Order,128,128,Friday,13.23983719
2023-01-06 09:00:00,129,1,1,5.866115778,South,Credit Card,True,Sunny,32.88987427,Poor,unknown,27,Online Order,129,129,Friday,5.866115778
2023-01-06 10:00:00,130,0,3,15.21133839,North,Online,True,Sunny,21.65026582,Good,Neutral,35,In Store,130,130,Friday,45.63401518
2023-01-06 11:00:00,131,1,3,12.00173116,East,Online,True,Cloudy,34.21141997,Good,Negative,54,Online Order,131,131,Friday,36.00519348
2023-01-06 12:00:00,132,2,4,5.516918891,North,Cash,True,Cloudy,26.35037041,Poor,Neutral,47,Online Order,132,132,Friday,22.06767557
2023-01-06 13:00:00,133,3,2,19.5441159,North,Cash,False,Rainy,20.13965436,Excellent,Negative,41,Online Order,133,133,Friday,39.08823181
2023-01-06 14:00:00,134,3,4,19.23668215,East,Cash,False,Sunny,26.63590611,Average,Negative,49,Online Order,134,134,Friday,76.94672859
2023-01-06 15:00:00,135,2,2,12.69353624,East,Cash,True,Sunny,20.69103755,Good,Positive,30,Online Order,135,135,Friday,25.38707248
2023-01-06 16:00:00,136,8,3,6.405086311,West,Cash,False,Rainy,27.154342182855554,Average,Neutral,42,Phone Order,136,136,Friday,19.21525893
2023-01-06 17:00:00,137,2,3,16.31931832,East,Cash,False,Sunny,25.07831041,Poor,Positive,48,Phone Order,137,137,Friday,48.95795497
2023-01-06 18:00:00,138,4,4,12.3789665,South,Credit Card,True,Rainy,27.101524,Average,unknown,15,In Store,138,138,Friday,49.51586601
2023-01-06 19:00:00,139,7,5,9.536712174,East,Online,True,Cloudy,27.154342182855554,Excellent,unknown,55,In Store,139,139,Friday,47.68356087
2023-01-06 20:00:00,140,5,4,12.37127266,West,Online,True,Rainy,27.154342182855554,Poor,unknown,45,Online Order,140,140,Friday,49.48509065
2023-01-06 21:00:00,141,2,2,12.83666218,West,Online,True,Sunny,29.92852365,Excellent,Neutral,50,In Store,141,141,Friday,25.67332436
2023-01-06 22:00:00,142,1,4,13.44067549,West,Credit Card,False,Rainy,26.51073303,Poor,Positive,58,In Store,142,142,Friday,53.76270194
2023-01-06 23:00:00,143,1,1,11.6183557,East,Online,True,Cloudy,32.29141781,Excellent,Neutral,47,Online Order,143,143,Friday,11.6183557
2023-01-07 00:00:00,144,0,2,14.08632955,East,Credit Card,False,Sunny,33.58373206,Poor,Neutral,47,Phone Order,144,144,Saturday,28.17265909
2023-01-07 01:00:00,145,2,2,18.78102066,North,Credit Card,True,Cloudy,21.7963995,Excellent,Negative,53,Phone Order,145,145,Saturday,37.56204132
2023-01-07 02:00:00,146,0,5,10.43402131,North,Credit Card,False,Cloudy,27.97899466,Poor,Positive,32,In Store,146,146,Saturday,52.17010653
2023-01-07 03:00:00,147,2,3,15.88574695,South,Online,True,Rainy,24.2676794,Excellent,Neutral,37,Phone Order,147,147,Saturday,47.65724084
2023-01-07 04:00:00,148,5,2,18.41678835,North,Credit Card,True,Cloudy,20.70591797,Poor,Positive,37,Phone Order,148,148,Saturday,36.8335767
2023-01-07 05:00:00,149,7,3,11.83968914,South,Online,False,Sunny,30.02820043,Excellent,Positive,29,In Store,149,149,Saturday,35.51906741
2023-01-07 06:00:00,150,3,4,11.65183755,West,Online,False,Cloudy,27.154342182855554,Good,Neutral,40,Online Order,150,150,Saturday,46.60735018
2023-01-07 07:00:00,151,6,1,14.03175478,North,Cash,False,Cloudy,22.44353982,Average,Positive,44,In Store,151,151,Saturday,14.03175478
2023-01-07 08:00:00,152,2,5,13.87110139,East,Cash,True,Rainy,32.18620486,Poor,Negative,39,In Store,152,152,Saturday,69.35550696
2023-01-07 09:00:00,153,7,3,17.09884013,North,Credit Card,False,Cloudy,32.800936,Excellent,Negative,59,In Store,153,153,Saturday,51.2965204
2023-01-07 10:00:00,154,3,2,12.14725076,South,Credit Card,False,Rainy,33.71510664,Good,Negative,30,Online Order,154,154,Saturday,24.29450151
2023-01-07 11:00:00,155,8,3,19.94184424,North,Online,False,Rainy,23.97927634,Poor,Negative,53,Online Order,155,155,Saturday,59.82553273
2023-01-07 12:00:00,156,5,2,5.892073533,West,Credit Card,False,Sunny,27.154342182855554,Poor,Positive,59,Online Order,156,156,Saturday,11.78414707
2023-01-07 13:00:00,157,0,3,5.047517729,East,Credit Card,False,Sunny,24.80994132,Poor,Negative,28,Online Order,157,157,Saturday,15.14255319
2023-01-07 14:00:00,158,0,2,14.60297467,South,Online,False,Sunny,28.2850702,Average,Neutral,31,In Store,158,158,Saturday,29.20594935
2023-01-07 15:00:00,159,1,4,9.476523685,East,Credit Card,False,Sunny,20.75761206,Excellent,Negative,26,Phone Order,159,159,Saturday,37.90609474
2023-01-07 16:00:00,160,3,2,8.60573583,East,Credit Card,False,Rainy,20.65821633,Excellent,Neutral,43,In Store,160,160,Saturday,17.21147166
2023-01-07 17:00:00,161,8,2,9.6784862,South,Online,False,Cloudy,30.80559819,Poor,Neutral,46,Online Order,161,161,Saturday,19.3569724
2023-01-07 18:00:00,162,7,1,8.840713477,East,Online,True,Sunny,26.66719967,Poor,Negative,38,Phone Order,162,162,Saturday,8.840713477
2023-01-07 19:00:00,163,5,2,5.461850745,East,Cash,True,Sunny,23.84438563,Poor,Negative,27,In Store,163,163,Saturday,10.92370149
2023-01-07 20:00:00,164,3,1,19.57299564,North,Online,False,Sunny,22.85620244,Good,unknown,34,Phone Order,164,164,Saturday,19.57299564
2023-01-07 21:00:00,165,8,5,8.311182327,East,Cash,True,Cloudy,30.04930236,Poor,Neutral,29,Online Order,165,165,Saturday,41.55591163
2023-01-07 22:00:00,166,6,1,16.01044644,East,Credit Card,True,Sunny,20.00602316,Average,Negative,18,Phone Order,166,166,Saturday,16.01044644
2023-01-07 23:00:00,167,2,4,16.43894592,East,Online,False,Cloudy,32.08836754,Excellent,Positive,48,Phone Order,167,167,Saturday,65.75578368
2023-01-08 00:00:00,168,0,1,18.93886097,East,Online,False,Rainy,21.18874409,Average,Negative,42,Online Order,168,168,Sunday,18.93886097
2023-01-08 01:00:00,169,7,5,5.458241856,South,Online,False,Rainy,22.87234422,Poor,unknown,16,Phone Order,169,169,Sunday,27.29120928
2023-01-08 02:00:00,170,0,4,18.08072508,West,Credit Card,False,Rainy,25.79354593,Good,Negative,44,In Store,170,170,Sunday,72.32290031
2023-01-08 03:00:00,171,7,3,12.90839271,North,Cash,False,Cloudy,27.2728811,Poor,Neutral,40,Phone Order,171,171,Sunday,38.72517814
2023-01-08 04:00:00,172,1,3,14.48816165,East,Credit Card,False,Sunny,25.32492674,Poor,Negative,40,In Store,172,172,Sunday,43.46448495
2023-01-08 05:00:00,173,7,1,14.66705416,East,Credit Card,True,Sunny,24.81068247,Poor,Positive,34,Phone Order,173,173,Sunday,14.66705416
2023-01-08 06:00:00,174,0,1,17.29696707,South,Online,False,Sunny,34.45874018,Poor,Negative,56,Phone Order,174,174,Sunday,17.29696707
2023-01-08 07:00:00,175,7,5,10.00110983,West,Cash,True,Sunny,29.62369522,Poor,Negative,42,Online Order,175,175,Sunday,50.00554916
2023-01-08 08:00:00,176,6,5,15.99576785,East,Credit Card,False,Sunny,20.35149433,Excellent,Positive,34,Online Order,176,176,Sunday,79.97883924
2023-01-08 09:00:00,177,1,2,12.92867165,South,Online,False,Cloudy,26.45263863,Average,Positive,25,In Store,177,177,Sunday,25.85734329
2023-01-08 10:00:00,178,7,5,16.90091021,North,Credit Card,True,Rainy,33.1251305,Good,unknown,24,Online Order,178,178,Sunday,84.50455107
2023-01-08 11:00:00,179,3,2,19.85819049,North,Credit Card,False,Sunny,24.5218428,Poor,Neutral,37,Online Order,179,179,Sunday,39.71638098
2023-01-08 12:00:00,180,4,4,8.009765261,East,Online,False,Rainy,21.41834517,Good,Neutral,51,Online Order,180,180,Sunday,32.03906104
2023-01-08 13:00:00,181,8,1,19.91972962,East,Online,True,Cloudy,31.37577157,Excellent,unknown,55,Online Order,181,181,Sunday,19.91972962
2023-01-08 14:00:00,182,4,4,6.347182314,West,Cash,False,Cloudy,27.154342182855554,Average,Positive,33,Online Order,182,182,Sunday,25.38872926
